Taking advantage of the warm weather on campus today!,2021-03-11 21:47:16,You should keep the students there into May::: let them enjoy the campus and meet some people.,Olga Limary Alvarez Rios,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UConn Men's Basketball will begin their first BIG EAST tournament since returning to the league tonight against DePaul.  TODAY.UCONN.EDU Hurley Leads Huskies Back to Big East Tournament at The Garden - UConn Today,2021-03-11 14:08:54,Congratulations on a season well done and good luck in the tournament! Love our Huskies and so proud to be a fan! 💙 Bleed Blue! 💙 🏀💙🏀💙🏀,Let’s bring the trophy back to where it belongs!! Go Huskies!!🏀🐾💙,Play your best::: don’t worry about the rest,Good luck . Go Huskies🏀👍,How awesome is that?!! Go Huskies.,Let’s go Huskies!,I will be rooting for you tonight guys! You can do this::: get it done! Go Huskies!,Time to catch lightning in a bottle. It has happened before...,Good times going to the Garden back in the 90's to watch the Huskies!,Go Huskies!!💙,Go U Conn 💙🏀🏀🏀🏀🏀,One game at a time.,LETS GOOOOO!!!!,Huskies!!!,We back baby!,Back home ❤️,What time?,Aunt Ramona::: North Carolina Tar Heels play at 9:00 tonight 😎,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UConnMag | UConn senior Malachi Bridges wants the dream of home ownership to be a lot more equitable.  Through his research he hopes to provoke critical thought and provide education and resources to citizens and policymakers.  MAGAZINE.UCONN.EDU Is the American Dream for Everyone?,2021-03-10 22:02:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Caitlin Caspi::: associate prof. of allied health sciences at UConn CAHNR::: champions collaboration as the key to her success in researching food security and diet-related health outcomes.  TODAY.UCONN.EDU Meet the Researcher: Caitlin Caspi::: College of Agriculture::: Health::: and Natural Resources - UConn Today,2021-03-10 14:24:01,I went from 210 lbs to 150lbs trying to get a degree at CCSU. There was no food pantry for students.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UConnBound Huskies::: whether you're joining us this fall or just beginning your college search::: attend a virtual information session to learn about the academic and co-curricular opportunities available at all five UConn campuses.  Reserve your spot 👉 admissions.uconn.edu/virtual-experiences,2021-03-09 23:16:03,Is UConn holding in person tours?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"""I've never been more proud of any team"" -Geno Auriemma  Congratulations UConn Women's Basketball on another BIG EAST Championship!  TODAY.UCONN.EDU Back Where We Belong: Geno's Huskies Win 19th Big East Title - UConn Today",2021-03-09 16:04:45,What I admire most is these young women’s academic records.,Congratulations ! What a fun season to watch! Thank you for the awesome entertainment!,🏀This team was different because it had no seniors! This whole team will be back! Imagine what they'll do next year! Congratulations to all of them!,Congratulations 🎈🎊 UConn ladies 🏀🏆🥇,Congratulations ::: great season. Now let go get that big championship. I will be watching. If you don’t know I think they play March 21 I think that what Geno said.,Congratulations !!! Well deserved!!!!,Congratulations lady huskies! Such exciting new!,Congratulations UConn Huskies Woman’s Basketball! 🏀,Congratulations Huskies!💙🐾,David would have loved this. He was such an avid fan!!!,Congratulations ::: ladies!,Congratulations to all😊😊😊,Love watching this team. Haven't missed a game in quote a few years.(John). Helen - was fortunate enough to visit their campus a few years ago and go into their pavilion,Awesome congratulations,Congratulations !!!,Congratulations !,congratulations .. what an amazing feat,Congratulations 🎉,CONGRATULATIONS 🎉 🎉🎉🎉🎉,Great game,You should be proud of yourself as well!,Love Geno and my UConn Huskies! Congrats 👏,I'm a big fan. My son and my grandson graduated from UCONN::: my granddaughter is attending now!,What a team.,CONGRATS TO ALL!!!!,Congratulations from your big fan,He said that last time😄😄,Congratulations HUSKIES,Wow! Congratulations !,Go UCONN!!,Mike also!!,Yes!❤❤❤❤❤,🎉🎉🎉🎉,Wow can't believe I missed this!🤦🏾,Way to go!!!! ❤️🏀,Love these young girls!!!,AWESOME 😎😎😎,I’ve enjoyed tremendously watching the ladies develop,Didn't know it was going on and I live in Storrs!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
🙌  UConn Women's Basketball March 8::: 2021 at 10:05 PM ·  The Huskies are BIG EAST Champions!,2021-03-09 03:15:47,Great team effort!🐾,I am so proud of you girls again.Since i moved 5 yrs ago i cant watch any of your games but I still follow you on fb.Saw a lot of your games at uconn SO much fun. Really loved going there.,Cathy O'Malley,Now doesn't that have a wonderful::: normal::: all's-well-in-t he-world (Ct) sound to it. Congratulations UConn ladies ... you not only survived this Covid nightmare season ... you did it with grace and heart!,Great to see them back in the Big East. Fun to watch,Congratulations 🎉🥳🎉👏🎉,Congratulations to all👏👏👏👏,Congratulations !,Way to go::: girls...impress ive,Congratulations !!!,Awesome!,Yeah:::go UConn girl’s::: you are the best and you continue to show it. Congratulations,They sure came a long way from when they started. Congratulations .,Congratulations !,Congratulations Lady Huskies. A job well done. Good Luck in the future.,Congratulations !,Congratulations !❤,Congratulations ! 💜🏀💪🏻☘️,Our favorite team!,John Morgan,Great game! Loved watching you all celebrate after that win.,Enjoyed the game,Congrats!🎉 What a year!!!🏀🏀🏀🏀🏀🏀🏀🏀🏀🏀,Awesome team. Congratulations,Congrats! League and Tournament Champions!,Congrats!!,Congratulations Team 🙌,Congratulations and good contination,Congrats!!🎉,One team down::: one more to go!!!,Diane Berkowitz,Ladies huskies...2020 👦grad fjbj,Yeah !! Congratulations,well done,Congrats 🎊🎈🍾,Of course they are!,The BEST Simply the BEST CONGRATS to the girls and CONGRATS to the coach,Sylvia Rissolo,they were on FIRE tonight,👏🏼,WooHoo!!!,Congrats HUSKIES!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Going for another BIG EAST trophy tonight! Let's Go Huskies 👏,2021-03-09 01:01:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A new congressional report finds concentrations of heavy metals in baby food higher than is safe for children.  So::: what should parents do? UConn School of Pharmacy's Dr. C. Michael White weighs in.  TODAY.UCONN.EDU How Safe is Baby Food? Company Reports Show Arsenic::: Lead::: and Other Heavy Metals - UConn Today,2021-03-08 13:32:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UConnMag | “I didn’t realize research could be going out and gathering people’s stories:::” says sophomore music education and vocal performance major Brianna Chance. She's researching the experiences of people of color in arts. » s.uconn.edu/key-of-life,2021-03-07 14:34:03,Brianna is an amazing talent and student.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The cutest cheerleaders 🐾 Go Huskies!,2021-03-06 16:12:25,That’s a good looking crowd!,This old UConn cheerleader got a big kick out of this great idea,Who let the dogs....in🎶🎵. Good looking group!🐾,It feels like March when the Huskies put a beatdown on Georgetown.,Who let the dogs out!,Wait— how do I get my dogs here next game::: UConn?,Hannah Curry Chi Chi needs to be in the stands!,Justin Kyle Tanner How fun is this?!,April Myers looks like Goldie!,Jaimee DelPiano,Caitlin Gorham,Catherine Rose Is Clyde there???,Jeff Diotalevi,Yep!,Heidi Trafton where's Homer?,Jenn Kenny 💗,That is awesome!,Aw cute.,Awesome !!!!,I think my Ubba is in there somewhere!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
With 18 UConn Huskies teams in-season right now::: it takes a lot of behind-the-scenes work from scientists at UConn MARS to keep all of these Huskies healthy.  CTINSIDER.COM Behind the scenes: How a group of scientists made UConn athletics possible this season,2021-03-05 22:42:01,Thomas Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#ThankYouUConn 💙  We know this year hasn't been easy and we appreciate all of UConn Nation making strides to keep our campuses and the communities we live in safe by upholding the UConn Promise.,2021-03-05 18:51:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UConnMag | The first time Lauren Stowell walked into a TV production truck::: she knew this was how she wanted to make a living. She's now a features producer at ESPN and a five-time Sports Emmy Award winner. » s.uconn.edu/lauren-stowell,2021-03-04 20:42:06,amazing she wasnt layed off from ESPN like everyone else,Congratulations ::: Lauren!,Excellent::: Lauren::: Congrats ! 🎈,CT proud!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UConn has been recognized among the top producers of Fulbright U.S. Scholars from research institutions for the third time in the past five years.  TODAY.UCONN.EDU UConn Is Again a National Leader in Fulbright Scholars - UConn Today,2021-03-04 14:12:01,God bless each of you Scholars::: Alumni '91,Way to GO ! Congrats to all Husky scholars !,Proud of you Marie,Monica Sierra Waterman,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UConn alum Hannah Bacon is walking 3:::000 miles across the country to raise awareness and funds for climate action. She's over 100 days in::: has crossed 5 state lines and is just about halfway to the East Coast.  UConn Nation can follow her journey and support the cause at MilesForClimate.org.,2021-03-03 17:18:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Congratulations to UConn alum Miguel Cardona who was officially sworn in as Secretary of Education tonight!  FOX61 was live. March 2::: 2021 at 6:30 PM ·  Watch: Dr. Miguel Cardona is sworn in as Secretary of Education  More: https://www.fox61.com/article/news/politics/national-politics/senate-vote-miguel-cardona-education-secretary-joe-biden/520-fd02b9ec-404c-44f0-b79e-02b7872f5648,2021-03-03 00:53:31,👏👏👏Congratulations !!!!!,Congratulations !,Received his Master’s in 2001 and PhD in 2011 at UConn.,nobody is that perfect. check his basement like in donnie darko,Holy COW!!!!! An atcual educator!!!!!,Very good,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UConn25::: join your Official Class of 2025 Facebook group to connect with #UConnBound Huskies from around the world. Swap questions::: win some Husky swag::: share tips::: and discuss all things UConn!,2021-03-02 21:48:17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UConnMag | After months of training::: senior Vishal Patel knew he was prepared to care for patients as a member of the Tolland ambulance crew. But when the first call came::: it was his moment of truth. » s.uconn.edu/test-drive,2021-03-02 15:22:05,Tolland Fire Chief inherited his career. NEPOTISM. Of course his father is a doctor to afford a home in South Windsor and property taxes and send a son to UCONN and Medical School.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#UConnMag | Once fully confirmed::: Miguel Cardona will become the first UConn alum to hold a Cabinet-level position in the White House. » s.uconn.edu/cardona,2021-03-01 20:38:07,Congratulations mr Secretary!,how could he afford CCSU and UCONN PHD ? I get a tuition waiver and couldn't afford it.,Congratulations ! That is such an achievement!,This is UCONN! The sky is the limit!,Mary Stanco ♥️♥️,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
This year’s applicant pool for #UConn25 was the largest yet::: but that’s not the only way in which it stands out.  TODAY.UCONN.EDU UConn Applications Surge to New Record Despite Pandemic’s Challenges - UConn Today,2021-03-01 16:17:01,💙💙💙,Fay,My niece from MA is following in my footsteps and will be a Husky this fall!! So proud!,Welcome to Husky Nation!,Mary Kearns,Melissa Gilman,Maria Pickett,Mia Higgins...,Alexis Lee,Korra Chan 💙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
You're #UConnBound – it's time to share your Husky Pride with the world!  Download backgrounds for all your devices ⬇️ admissions.uconn.edu/digital-swag,2021-02-28 18:02:33,Congratulations Class of 2025!!,congratulations 👏🎈,💙💙💙,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
